"respondent","sex","birth_year","city_size","employment","workplace","profession","addtl_income","education","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","next_election","future_vote","attitude_Kopacz","hh_finances","future_finances","politics_interest","political_views","past_election","past_vote","religious_participation","marital_status","monthly_income","DATE","weight","married","ed_level","urban_rural","mean_income","future_vote_agg","past_vote_agg","policies_improve_economic","Satisfied_democracy","Attitude_Americans","Attitude_English","Attitude_Austrians","Attitude_French","Attitude_Greeks","Attitude_Spaniards","Attitude_Japanese","Attitude_Germans","Attitude_Russians","Attitude_Swiss","Relations_Germany","Relations_Russia","Residence","Length_residence","LD","survey_month","after_shock","Nov_Dec_issue","new_Nov","new_Jan","treatment","gov_intervene","proposal_support","FXloan","repayFXloan","loan_type1","loan_type2","loan_type3","loan_type4","loan_EUR","loan_CHF","loan_USD","loan_currency1","loan_currency2","loan_currency3","loan_currency4","know_FXborrower","parliament_election","parliament_vote","province","monthly_incPC","parliament_vote_agg","chfd_r","chfd_e","new_Oct15","month","monthyear","monthyear2","past.vote","vote.intent","turnout.intent","know_FXborrower_original","incumbent.intent","past.turnout","past.incumbent","incumbent.defector","employed","treat","immigration.outofcontrol","immigration.crime","immigration.takejobs","immigration.uneasy","immigration.disease","immigration.loyalty","immigration.worse","immigration.loyalty2","immigration.culture"
"5895",115,1,1994,3,1,3,6,3,2,2,2,1,2,7,7,7,NA,NA,2.5,5,3,5,97,9,NA,5,1,31,2015-10-08,2.54022117022307,0,1,2,1650,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Dolnoslaskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No",NA,NA,"TRUE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5896",118,1,1937,3,4,NA,13,3,9,2,2,2,3,4,3,3,NA,NA,2.5,3,3,2,2,1,7,4,2,31,2015-10-08,1.42733066003904,1,4,2,1650,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Dolnoslaskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,"No","No","No","Yes","Yes","Yes","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5897",122,1,1955,5,2,3,6,3,4,1,1,7,3,3,2,3,NA,NA,4,3,3,3,7,1,1,2,1,31,2015-10-08,0.736870766911637,0,2,3,1650,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Slaskie","From PLN 1,400 to 1,999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5898",125,2,1977,5,1,3,7,3,4,4,2,2,3,4,4,4,NA,NA,2.5,2,2,5,97,2,NA,4,2,11,2015-10-08,0.964158449929868,1,2,3,500,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5899",130,1,1964,5,4,NA,14,3,7,4,4,2,4,4,4,4,NA,NA,2,4,3,1,3,2,NA,2,2,11,2015-10-08,0.745568216388763,1,2,3,500,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Podkarpackie","From PLN 1,400 to 1,999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5900",131,2,1984,5,4,NA,15,3,8,4,2,7,3,3,3,3,NA,NA,2.5,4,3,5,7,2,NA,2,2,7,2015-10-08,1.55265813670336,1,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Malopolskie","Don’t know",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,"No","No",NA,"FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5901",133,1,1953,5,4,NA,12,3,2,3,3,1,2,2,2,2,NA,NA,4,3,3,1,3,1,1,2,2,21,2015-10-08,1.37860530925531,1,1,3,1200,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Not sure/don’t know","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Malopolskie","From PLN 650 to 999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","FALSE","cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5902",143,1,1973,3,1,3,5,3,10,4,2,1,3,4,7,3,NA,NA,2,4,3,3,4,1,7,2,2,51,2015-10-08,0.926789047463964,1,4,2,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Pomorskie","2,000 PLN and more",2,1,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5903",144,2,1953,3,4,NA,13,3,2,3,2,2,4,4,7,7,NA,NA,2.5,1,2,4,97,7,NA,4,3,11,2015-10-08,1.13173400082585,0,1,2,500,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Pomorskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5904",145,1,1959,3,1,3,5,3,4,2,2,2,3,4,3,3,NA,NA,3,3,3,4,5,1,7,2,2,31,2015-10-08,0.704988044911817,1,2,2,1650,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Pomorskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,"No","Yes","No","Yes","Yes","Yes","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5905",146,2,1951,4,1,3,4,1,8,2,2,1,3,3,3,2,NA,NA,2.5,3,3,3,7,1,1,3,2,51,2015-10-08,0.543014721522279,1,2,2,2600,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Kujawsko-pomorskie","2,000 PLN and more",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5906",147,1,1941,4,4,NA,13,3,6,1,1,1,3,4,4,3,NA,NA,4,4,1,3,7,1,1,1,3,31,2015-10-08,0.66243356132898,0,3,2,1650,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Kujawsko-pomorskie","From PLN 1,400 to 1,999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5907",148,2,1942,4,4,NA,13,3,6,1,1,7,5,3,5,7,NA,NA,1,5,3,3,1,1,7,5,4,31,2015-10-08,0.574260228162407,0,3,2,1650,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Kujawsko-pomorskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,NA,"Yes",NA,"Yes","Yes",NA,"FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5908",149,2,1935,4,4,NA,13,3,5,1,1,2,4,2,3,7,NA,NA,2,5,3,3,3,1,7,3,4,41,2015-10-08,0.574260228162407,0,3,2,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Kujawsko-pomorskie","2,000 PLN and more",2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5909",151,2,1967,3,4,NA,15,3,4,9,6,2,4,3,3,3,NA,NA,4,4,3,3,97,1,3,4,2,7,2015-10-08,1.06323775050426,1,2,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Don’t know/not sure","Slaskie","Up to PLN 649",3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5910",152,1,1959,1,1,3,6,3,4,7,5,1,3,3,3,3,NA,NA,3,3,3,3,5,1,1,2,2,41,2015-10-08,0.550486554641191,1,2,1,2250,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Podkarpackie","2,000 PLN and more",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5911",153,2,1976,1,4,NA,14,3,4,3,3,2,3,3,3,3,NA,NA,2.5,5,3,5,7,7,NA,1,1,0,2015-10-08,0.598887963855451,0,2,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Podkarpackie","2,000 PLN and more",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No",NA,"No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5912",154,2,1958,1,1,1,5,3,6,4,3,2,4,3,7,3,NA,NA,7,3,3,4,97,1,NA,2,3,31,2015-10-08,0.445977460654622,0,3,1,1650,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Podkarpackie","Don’t know",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,"Yes","No",NA,"TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913",155,2,1974,1,4,NA,14,3,6,5,3,2,3,5,3,7,NA,NA,2.5,4,2,5,97,2,NA,3,3,7,2015-10-08,0.559687190579516,0,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Podkarpackie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5914",156,1,1956,1,4,NA,12,3,4,4,4,2,4,3,2,2,NA,NA,4,4,3,4,7,7,NA,2,2,11,2015-10-08,0.69953309462915,1,2,1,500,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Podkarpackie","From PLN 1,000 to 1,399",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No",NA,"No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5915",159,1,1954,6,1,1,2,3,12,2,2,7,3,3,2,3,NA,NA,3,4,3,2,6,1,10,4,3,51,2015-10-08,0.869418893004376,0,4,3,2600,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Kukiz’15","Mazowieckie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5916",162,1,1942,6,4,NA,13,3,11,1,1,7,7,7,3,7,NA,NA,7,3,4,3,97,7,NA,2,3,NA,2015-10-08,0.919445959891745,0,4,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Mazowieckie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5917",164,2,1985,6,1,3,1,3,11,3,2,2,4,3,4,4,NA,NA,3,5,3,4,4,1,97,2,2,NA,2015-10-08,1.52686217922142,1,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","Yes","Yes",NA,"Family",NA,NA,"Euro",NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Mazowieckie",NA,3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5918",166,1,1976,5,1,1,6,3,4,4,2,2,3,4,3,3,NA,NA,4,3,3,4,97,2,NA,4,2,41,2015-10-08,1.11219771864794,1,2,3,2250,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5919",169,2,1983,5,1,2,4,3,8,3,2,2,4,2,4,3,NA,NA,4,3,3,4,97,1,1,3,2,31,2015-10-08,1.20937747155975,1,2,3,1650,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Slaskie","From PLN 1,400 to 1,999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,NA,"No",NA,"Yes","No",NA,"TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920",170,2,1980,5,4,NA,15,3,2,3,2,2,7,4,4,7,NA,NA,4,3,4,3,3,1,3,3,2,0,2015-10-08,1.78543733176675,1,1,3,0,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Slaskie","Up to PLN 649",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"other",NA,NA,"Yes",NA,"Yes","No",NA,"FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921",174,1,1962,3,4,NA,13,3,4,3,3,2,3,3,3,3,NA,NA,2.5,4,3,3,4,7,NA,2,2,51,2015-10-08,1.22648989963965,1,2,2,2600,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Slaskie","2,000 PLN and more",1,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","Yes","No",NA,"No","No","FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5922",175,2,1953,3,4,NA,13,3,2,5,5,2,3,3,3,4,NA,NA,4,3,2,4,3,2,NA,3,2,11,2015-10-08,1.07653450337841,1,1,2,500,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Slaskie","From PLN 1,000 to 1,399",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5923",181,1,1937,6,4,NA,13,3,12,2,2,1,2,3,3,3,NA,NA,2,3,3,3,7,2,NA,2,3,31,2015-10-08,0.730771563579266,0,4,3,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Malopolskie","2,000 PLN and more",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924",184,1,1958,2,1,3,10,3,4,3,3,1,3,3,3,3,NA,NA,4,3,3,3,7,1,1,2,2,51,2015-10-08,0.76630009413114,1,2,2,2600,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Malopolskie","2,000 PLN and more",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","history",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5925",185,1,1947,2,4,NA,16,3,7,1,1,2,3,4,7,7,NA,NA,3,1,3,3,97,1,7,2,1,11,2015-10-08,0.757348547399936,0,2,2,500,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I don’t know yet whether I will participate or not",NA,"Malopolskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,NA,"Don’t know/not sure",NA,"Yes","Yes",NA,"FALSE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5926",186,2,1984,2,1,3,2,3,11,2,2,2,3,3,7,7,NA,NA,2.5,5,3,4,2,7,NA,5,1,51,2015-10-08,1.17213628737803,0,4,2,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Malopolskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes",NA,"No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5927",188,2,1963,6,1,3,4,1,5,2,2,7,7,3,7,7,NA,NA,2,4,3,4,3,2,NA,4,2,51,2015-10-08,0.937754567434888,1,3,3,2600,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Wielkopolskie","2,000 PLN and more",2,1,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes","No","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5928",190,2,1939,6,4,NA,13,3,9,1,1,2,4,4,5,7,NA,NA,2,4,3,4,97,1,97,5,4,31,2015-10-08,0.689047623865915,0,4,3,1650,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Wielkopolskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"other",NA,"No","Yes","No","Yes","No","No","FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5929",191,2,1977,1,1,3,6,3,4,4,2,1,3,2,2,3,NA,NA,2.5,3,3,3,4,1,1,2,1,NA,2015-10-08,0.815358657303597,0,2,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5930",192,1,1967,1,1,3,6,3,4,4,3,7,3,3,4,3,NA,NA,2.5,3,3,4,7,1,3,2,2,NA,2015-10-08,0.896868326009696,1,2,1,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","Yes","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5931",194,2,1950,1,4,NA,12,3,6,5,4,2,4,4,7,4,NA,NA,2.5,3,3,3,4,7,NA,2,4,7,2015-10-08,0.533893867380759,0,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie","Don’t know",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
